Project ID,Scheme,Submission Year,Commencement Year,Administering Organisation,State/ Territory,Investigators,Project Title,National/Community Benefit,Primary FoR/RFCD,Primary FoR/RFCD Description,Funding Award,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
DP120103199,DP,2011,2012,The University of New South Wales,NSW,Dr Uwe  John; Dr Shauna Ann Murray,Can lateral gene transfer lead to ecological innovation in eukaryotes? The role of saxitoxin in the diversification of Alexandrium,"This project will determine the processes that led to the acquisition and diversification of the genetic basis for a potent neurotoxin, saxitoxin. This project will determine its impact on the evolution of the marine producing organisms and investigate novel genetic methods of toxin detection.",0604,GENETICS,"$230,000",,,,,,,,,,,"$90,000","$70,000","$70,000",,,,
DP120103317,DP,2011,2012,Curtin University of Technology,WA,Dr Dehua  Dong; Prof Raymond J. Gorte,Structurally designed catalysts for high-performance natural gas reforming,"This project aims to develop a new class of highly stable catalysts with specially designed physical and chemical structures that can be used in high temperature chemical processes. These catalysts can potentially be used for the reforming of natural gas to produce the synthesis gas, which can then be used to produce liquid fuels and chemicals.",0912,MATERIALS ENGINEERING,"$205,000",,,,,,,,,,,"$65,000","$70,000","$70,000",,,,
DP120103405,DP,2011,2012,Swinburne University of Technology,Vic,A/Prof Cynthia Beth Whitchurch; Prof Peter  Kingshott,Highly ordered and tunable extracellular DNA micro- and nanopatterns for investigating the attachment mechanisms of pseudomonas aeruginosa to surfaces,"Preventing infectious bacteria from colonising artificial surfaces is a major scientific challenge. New engineered surfaces will be designed to better understand how the important pathogen Pseudomonas aeruginosa sticks to surfaces, facilitating new ways of reducing infections acquired from the surface of, for example, medical devices.",0306,PHYSICAL CHEMISTRY (INCL. STRUCTURAL),"$240,000",,,,,,,,,,,"$100,000","$70,000","$70,000",,,,
DP120103704,DP,2011,2012,The University of Sydney,NSW,Prof David James Johnstone; Prof Stewart  Jones; Dr Maurice  Peat,"The predictive, behavioural and economic forecasting performance of alternative credit risk and bankruptcy models: a global study","This study empirically evaluates a range of ""new age"" credit risk models using a large global sample of failed firms and bond ratings data. The study will provide a substantive body of empirical evidence to assist regulators, creditors, investors and other users assess the merits, strengths and limitations of alternative risk modelling approaches.",1501,"ACCOUNTING, AUDITING AND ACCOUNTABILITY","$180,000",,,,,,,,,,,"$70,000","$70,000","$40,000",,,,
DP120104521,DP,2011,2012,University of Canberra,ACT,Prof John Andrew Campbell; Prof Dubravka  Cecez-Kecmanovic,Productivity and work-life balance in technology-enabled virtual work environments,This project examines the impact of technology-enabled virtual work environments on the productivity and work-life balance of professional knowledge workers. Guidelines will be developed that improve organisational and individual outcomes for professional knowledge workers who use technology extensively in their interactions with others.,0806,INFORMATION SYSTEMS,"$210,000",,,,,,,,,,,"$70,000","$70,000","$70,000",,,,
DP120104773,DP,2011,2012,Swinburne University of Technology,Vic,Prof Tsong Yueh Chen,Metamorphic slices and their applications in fault localization,"The main purpose of this project is to enhance the quality of software. The expected outcomes include the delivery of new cost-effective methods to debug software, and the extension of current debugging methods to be applicable in wider contexts.",0803,COMPUTER SOFTWARE,"$210,000",,,,,,,,,,,"$70,000","$70,000","$70,000",,,,
DP120104797,DP,2011,2012,The University of Sydney,NSW,Dr Simon John Niemeyer; Prof David  Schlosberg,"Rethinking climate justice in an age of adaptation: capabilities, local variation, and public deliberation","This project aims to produce recommendations, designed by citizens and stakeholders, for climate adaptation policies in three regions of Australia.  These recommendations will be based on a definition of climate justice that incorporates basic needs and resources to be protected, as identified by potentially impacted communities.",1606,POLITICAL SCIENCE,"$250,000",,,,,,,,,,,"$30,000","$70,000","$150,000",,,,
DP130100364,DP,2012,2013,Charles Sturt University,NSW,Prof Junbin Gao; Dr Xia Hong,A probabilistic framework for nonlinear dimensionality reduction algorithms,"The Twin Measures Framework is a novel platform for analysing existing dimensionality reduction methods and the invention of new ones. This research will radically improve image analysis, with beneficial applications from pharmaceutical drug design through to border protection.",0801,ARTIFICIAL INTELLIGENCE AND IMAGE PROCESSING,"$210,000",,,,,,,,,,,,"$70,000","$70,000","$70,000",,,
DP130100402,DP,2012,2013,University of Canberra,ACT,Prof Jennifer Webb; Prof Kevin Brophy; A/Prof Paul Magee; Prof Dr Michael Biggs,Understanding creative excellence: a case study in poetry,"Creativity is the engine of a healthy and successful society. In order to learn how best to encourage and generate creativity, there needs to be a greater understanding of how successful creative professionals operate. This project focuses on poets as a case study that will inform the development of ways to enhance creativity in other professional groups.",1904,PERFORMING ARTS AND CREATIVE WRITING,"$215,000",,,,,,,,,,,,"$70,000","$75,000","$70,000",,,
DP130100500,DP,2012,2013,The University of Melbourne,Vic,Prof Jacqueline Peel; A/Prof Hari Osofsky,Transition to a clean energy future: the role of climate change litigation in shaping our regulatory path,"As the world seeks a clean energy future, courts in Australia and other key fossil fuel-producing nations, like the United States, are increasingly hearing cases seeking to block the use of coal due to its climate change effects. This project critically assesses the role such climate litigation plays in generating regulatory momentum to address climate change.",1801,LAW,"$250,000",,,,,,,,,,,,"$70,000","$90,000","$90,000",,,
DP130100554,DP,2012,2013,The University of New South Wales,NSW,Dr Markus Groth,Understanding the learning and development of employees' emotion regulation strategies over time: rethinking the paradigm,"This project investigates how new employees develop strategies for managing emotions at work. Using applied and laboratory designs, this research extends our understanding of how organisational socialisation processes influence new employees' management of emotions and identifies the levers to improve employee wellbeing, productivity and retention.",1701,PSYCHOLOGY,"$225,000",,,,,,,,,,,,"$70,000","$80,000","$75,000",,,
DP130100776,DP,2012,2013,The Australian National University,ACT,Dr Katherine Bode,To be continued: exploring the world of novels in colonial periodicals,In the nineteenth century Australians read most of their fiction in newspapers and magazines. This project explores what novels were being reading - and where in the world this fiction came from - in order to better understand how literature travelled globally at this time and how this movement of fiction shaped Australian literature and history.,2005,LITERARY STUDIES,"$261,000",,,,,,,,,,,,"$70,000","$91,000","$100,000",,,
DP130101695,DP,2012,2013,Monash University,Vic,Prof Philip Grossman; Dr Mana Komai,Are claims of transparency to be believed?,"This project tests if leaders, when given a choice, actually reveal a preference for transparency (that is to share all relevant information with their followers). This project analyses the circumstances under which leaders choose transparency and how their decisions and their reputations for transparency affect followers' behaviour and overall group cooperation.",1402,APPLIED ECONOMICS,"$205,000",,,,,,,,,,,,"$70,000","$70,000","$65,000",,,
DP130102028,DP,2012,2013,Queensland University of Technology,Qld,Dr Scott Bryan; Prof Ian Campbell; Dr Charlotte Allen; Prof Christopher Fielding; Asst Prof Kyoungwon Min,Resolving the influence of intraplate orogenesis on continental margin tectonics.,"Novel, multi-dating of continental sedimentary rocks will be undertaken to examine the effects of a high sediment flux from an enigmatic, major mountain-building event on a distant continental margin. This will expand our understanding of the range of tectonic influences between continental interiors and margins and onshore resource potential.",0403,GEOLOGY,"$230,000",,,,,,,,,,,,"$70,000","$80,000","$80,000",,,
DP130102098,DP,2012,2013,Griffith University,Qld,Prof David Thiel; Dr Andrew Lewis,An assessment of the fundamental size limits for planar antennas using unconstrained optimisation methods,Portable wireless devices can be reduced in size and battery demands through best practice antenna design. The absolute size limits recently developed for ideal structures will be tested against real printed antenna structures using powerful computational tools and experimental demonstration for sensor networks in health care applications.,1005,COMMUNICATIONS TECHNOLOGIES,"$210,000",,,,,,,,,,,,"$70,000","$70,000","$70,000",,,
DP130102151,DP,2012,2013,The University of Queensland,Qld,Prof John Zhu; Dr Wei Zhou,Development of novel cathodes for next generation solid oxide fuel cells,"This project will provide novel cathodes to reduce the operating temperature of the Solid Oxide Fuel Cell (SOFC) as low as 500 degrees celsius. The technology may lead to widespread utilization of SOFCs, thus providing great assistance to Australia's industries in term of reducing carbon dioxide emission and easing pressure from carbon tax.",1007,NANOTECHNOLOGY,"$210,000",,,,,,,,,,,,"$70,000","$70,000","$70,000",,,
DP130102381,DP,2012,2013,The University of Queensland,Qld,Prof Simon During; Dr Lisa O'Connell; Dr Alison Scott,"Secularisation and British literature, 1600-1800","This project uses a new model of European secularisation, to develop an innovative account of British literary history in the 17th and 18th centuries. It shows that important literary movements and genres in the period knew no opposition between religion and secularity, thereby enabling a more nuanced understanding of secularisation.",2005,LITERARY STUDIES,"$170,000",,,,,,,,,,,,"$70,000","$30,000","$70,000",,,
DP130102960,DP,2012,2013,The Australian National University,ACT,A/Prof Ariel Heryanto,"Indonesia's postcolonialism: absent, misrecognised or suppressed?","This project will study the alleged absence of postcolonialism in Indonesia with a focus on Indonesians of European, Chinese and Indian descent. The various ways in which postcolonial consciousness might be expressed in public life will be explored, and further give due recognition to Indonesia's greater cultural diversity.",2002,CULTURAL STUDIES,"$238,000",,,,,,,,,,,,"$70,000","$90,000","$78,000",,,
DP130103051,DP,2012,2013,Griffith University,Qld,Dr Junhu Wang; Prof Jeffrey Yu; Prof Wenfei Fan; Dr Chaoyi Pang,View-based processing of pattern matching queries in large graphs,"Graph data exist ubiquitously in modern information systems. Graph pattern matching (GPM) finds parts of the data graph that match a given pattern. It has applications in many areas including knowledge discovery, public health, and crime detection. This project will develop novel techniques for the efficient processing of GPM queries in large graphs.",0806,INFORMATION SYSTEMS,"$240,000",,,,,,,,,,,,"$70,000","$80,000","$90,000",,,
DP130104374,DP,2012,2013,The University of Western Australia,WA,A/Prof Farid Boussaid; Prof Amine Bermak,Bio-inspired Sniffer chips,"This project will combine recent advances in neuroscience of olfaction, together with novel microelectronic fabrication technologies, to develop a miniature electronic nose microsystem with superior selectivity, stability, sensitivity and response time. Applications include national security, environment monitoring or medical diagnosis.",0906,ELECTRICAL AND ELECTRONIC ENGINEERING,"$210,000",,,,,,,,,,,,"$70,000","$70,000","$70,000",,,
DP120103941,DP,2011,2012,Queensland University of Technology,Qld,Prof Rachel Kay Gibson; Prof Clive Stuart Bean; Dr Juliet Eliza Pietsch; Prof Ian  McAllister,The 2012/13 Australian Election Study: volatility and electoral change,"The 2012/13 Australian Election Study will provide both an in-depth understanding of general patterns of voting behaviour and a detailed, objective account of how and why voters made up their minds in this federal election. The study adds to the unbroken series of national surveys conducted after each Australian federal election since 1987.",1606,POLITICAL SCIENCE,"$131,000",,,,,,,,,,,"$60,500","$70,500",,,,,
DP130100582,DP,2012,2013,Macquarie University,NSW,Dr Kristian Ruming; Dr Kathleen Mee; Prof Pauline McGuirk,Building a more sustainable city: official and everyday practices of regeneration,"By exploring urban regeneration on a city-wide scale, this project will investigate how the urban fabric is changed, by both official large-scale regeneration projects and the everyday practices of households. The research will address critical gaps in our understandings of how cities can be regenerated and how to mobilise transitions to urban sustainability.",1604,HUMAN GEOGRAPHY,"$155,925",,,,,,,,,,,,"$70,620","$52,226","$33,079",,,
DP120100654,DP,2011,2012,The University of Sydney,NSW,A/Prof Michele Therese Ford; A/Prof Teri  Caraway,The re-emergence of political labour in Indonesia,This project examines trade unions' attempts to encourage Indonesian political parties to think less about charismatic leadership and money politics and more about policy. The project will document and analyse unionists' strategies for the upcoming local and national elections and assess their efficacy and impact on the outcomes of those elections.,1608,SOCIOLOGY,"$196,476",,,,,,,,,,,"$42,023","$70,685","$83,768",,,,
DP1093542,DP,2009,2010,The University of Queensland,Qld,Prof PM Cryle; Dr EA Stephens,A Critical Genealogy of Normality,The rather divergent ideas about normality that emerged in nineteenth-century medical thought continue to have a widespread cultural influence today. Cultural assumptions about what constitutes a normal body inform a wide range of medical practices and underpin the use of standardised testing to determine health or disability. They are also in play when doctors decide when to undertake preventative health measures and when to intervene surgically. A detailed understanding of how bodily norms come to be established has an important role to play in both shaping medical ethics and in helping people make more informed choices about elective surgical procedures.,4203,CULTURAL STUDIES,"$355,000",,,,,,,,,"$71,000","$71,000","$71,000","$71,000","$71,000",,,,
DP110104750,DP,2010,2011,The University of New South Wales,NSW,Biro Dr Peter A; Prof Judy A Stamps,Can consistent individual differences in metabolic rate explain animal personality? Implications for fish and aquaculture in a warming climate,"This project will determine if consistent individual differences in metabolic rate affect behaviour, growth, and reproduction in fish. If so, then we need to prepare for the fact that a warming climate will lead to reductions in fish growth and reproduction, because rising temperature directly increases metabolism and therefore maintenance costs.",0602,ECOLOGY,"$216,000",,,,,,,,,,"$74,000","$71,000","$71,000",,,,,
DP130101258,DP,2012,2013,The University of Queensland,Qld,Dr Jan Packer; Prof Roy Ballantyne; Prof Dr David Uzzell,On being Australian: exploring the role of Anzac museum and heritage interpretive experiences in developing visitors' sense of national identity,"This research explores the role of the Anzac story, as interpreted at museums and heritage sites, in helping new and established Australians to develop their sense of national identity. It will enable such sites to provide powerful and effective experiences, encouraging visitors to reflect on what it means to be Australian in a multicultural society.",1399,OTHER EDUCATION,"$221,196",,,,,,,,,,,,"$71,011","$66,307","$83,878",,,
DP110105171,DP,2010,2011,The University of Western Australia,WA,Zhou Dr Tongming; Prof Liang Cheng; Dr Ming Zhao,Vortex and force characteristics of inclined offshore cylindrical structures in oscillatory flows,Understanding the effects of the inclination angle of an offshore cylindrical structure on hydrodynamic loads in waves is vitally important for safety and longevity of these structures. The project outcomes will be invaluable in minimising the chances of structural failure and enhancing Australia's capabilities in hydrodynamic research.,0905,CIVIL ENGINEERING,"$248,000",,,,,,,,,,"$104,500","$71,750","$71,750",,,,,
DP130104012,DP,2012,2013,The Australian National University,ACT,Dr Benjamin Hillman,Governing China's multi-ethnic frontiers in the twenty-first century,"This project investigates the recent wave of violence in China's ethnically complex western regions and the reasons why some areas have become more violent than others. Using case studies from China's Tibetan areas, this study examines how local government actions and policies shape local conflict dynamics.",1606,POLITICAL SCIENCE,"$179,575",,,,,,,,,,,,"$71,810","$71,810","$35,955",,,
DP110100546,DP,2010,2011,The University of Queensland,Qld,Bleiker Prof Roland; Dr Emma K Hutchison; Prof Dr David Campbell,How images shape responses to humanitarian crises,"This project systematically assess of how images shape Australia's responses to humanitarian crises. We provide scholars, NGOs and government agencies with evidence about how images procure a willingness to alleviate human suffering and how they can actively be used to enhance Australia's humanitarian commitment to the global community.",1606,POLITICAL SCIENCE,"$222,000",,,,,,,,,,"$85,000","$65,000","$72,000",,,,,
DP110104578,DP,2010,2011,The Australian National University,ACT,Ballard Dr Christopher H; Dr Jude P Philp; Prof Dr Ton Otto,"The original field anthropologist: Nikolai Miklouho-Maclay in Oceania, 1871-1883","This project restores the nineteenth-century Russian anthropologist Nikolai Miklouho-Maclay to a central position in the histories of anthropology and of the European exploration of Oceania. Interviews with the source communities amongst which he lived will be used to analyse his field drawings and journals, most never previously published in English.",2103,HISTORICAL STUDIES,"$211,000",,,,,,,,,,"$70,000","$69,000","$72,000",,,,,
DP120101901,DP,2011,2012,"University of Technology, Sydney",NSW,Prof George Chu-sheng Lin; Prof Carolyn  Cartier; Prof Junde  Liu; Dr Minglu  Chen,The geography of power in China: urban expansion and administrative empire,Understanding the governing relationships among new cities in China reveals how urbanisation has propelled economic growth while invigorating the political power of the Chinese Communist Party. Comparison of differences among seven city regions contributes to understanding how China is a complex composite of highly differentiated places and provinces.,1604,HUMAN GEOGRAPHY,"$183,000",,,,,,,,,,,"$65,000","$72,000","$46,000",,,,
DP110104309,DP,2010,2011,The University of New England,NSW,Macken-Horarik A/Prof Mary R; Prof Len Unsworth; A/Prof Kristina Love,Grammar and praxis: investigating a grammatics for twenty-first century school English,"The project will investigate English teachers' current levels of knowledge about language (KAL) and kinds of knowledge needed for a twenty-first century English curriculum. Project findings from diverse classrooms will yield vital information about how grammar contributes to development of coherent, cumulative and portable KAL at key stages of schooling.",1302,CURRICULUM AND PEDAGOGY,"$449,951",,,,,,,,,,"$195,306","$182,634","$72,011",,,,,
DP120100606,DP,2011,2012,The Australian National University,ACT,Dr Meimanat  Hosseini-Chavoshi; Prof Josefina  Cabigon; Dr Mark Adam Pelling; Dr Mohammad Jalal  Abbasi Shavazi; Prof Douglas  Paton; A/Prof Helen  James; A/Prof Chris  Manning; Dr Siew-Ean  Khoo,"Demographic consequences of Asian disasters: family dynamics, social capital and migration patterns","This study of the long term demographic consequences of Asian disasters will contribute to development of more effective governmental policies on disaster mitigation, preparedness and reconstruction/recovery, thus assisting to reduce the human and material losses from natural disasters.",1603,DEMOGRAPHY,"$211,779",,,,,,,,,,,"$72,651","$72,651","$66,477",,,,
DP130101183,DP,2012,2013,Monash University,Vic,Prof Nicholas Feltovich,"The effect of bargaining power on bargaining outcomes: the roles of institutions, earned bargaining position and social norms",Previous research has found that people exploit their bargaining power far less than economic theories predict. This project uses an economics experiment to study several factors affecting how bargaining power is used: restrictions on the bargaining process; whether and how bargaining power is 'earned' and whether equal divisions are plausible.,1402,APPLIED ECONOMICS,"$205,631",,,,,,,,,,,,"$72,800","$82,211","$50,620",,,
DP130104461,DP,2012,2013,The Australian National University,ACT,Prof Amin Saikal; Dr Kirill Nourzhanov; Prof Reuel Hanks,Afghanistan and Central Asia: regional security dynamics in a new strategic environment,"This project explores the security dynamics between Afghanistan and its neighbours in Central Asia. It provides new insights into how these neighbours; Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan and Uzbekistan manage threats and tensions in the region especially after NATO's substantial combat withdrawal from Afghanistan.",1606,POLITICAL SCIENCE,"$191,813",,,,,,,,,,,,"$72,813","$61,000","$58,000",,,
DP0984342,DP,2008,2009,The University of Newcastle,NSW,A/Prof GA Willis; A/Prof J Ramagge,Totally disconnected groups in algebra and geometry,"Mathematics research creates and develops new concepts for understanding the world. Group theory is a branch of mathematics based on our innate sense of symmetry. It was invented 200 hundred years ago and has grown into a language for analysing and classifying things ranging from wallpaper patterns to crystals, the fundamental particles of physics and Rubik's cube. The chief investigators have made significant breakthroughs in the study of symmetry groups of networks, giving Australia an international lead in this research area. The project will develop the insights gained to make Australia a centre of expertise on these symmetry groups, which have applications to many areas including information and communication technology.",2301,MATHEMATICS,"$381,868",,,,,,,,"$82,000","$82,000","$77,000","$67,934","$72,934",,,,,
DP110105261,DP,2010,2011,The University of Western Australia,WA,Dolin A/Prof Kieran J,Australian literature after Mabo,"This project explores how property law concepts shape literary visions of the land in Australia, and how cultural stories about land shape property law. The project is especially interested in identifying how the recognition of native title in Australian law is anticipated and then reflected in Australian Literature.",2005,LITERARY STUDIES,"$152,988",,,,,,,,,,"$40,000","$40,000","$72,988",,,,,
DP1093097,DP,2009,2010,The University of Sydney,NSW,Dr CR Hilliard,"The politics of reading: Citizenship, law, and literacy in England, 1867-1960","This research addresses problems that resonate powerfully in contemporary debates: the relationship between freedom and responsibility, and the relationship between political rights, education and literacy. Knowing how people living in another age and a different society -- but one to which Australia is bound by a complex of legal, political and cultural traditions -- wrestled with questions that are still with us will add depth and sensitivity to our understanding of the bases and limits of a democratic culture.",4301,HISTORICAL STUDIES,"$339,000",,,,,,,,,"$61,000","$73,000","$72,000","$73,000","$60,000",,,,
DP130102112,DP,2012,2013,The University of Sydney,NSW,Ms Frances Muecke; Dr Maurizio Campanelli,The invention of Rome: Biondo Flavio's Roma triumphans and its worlds,"The subject of this project, Biondo Flavio's Rome triumphant, is of vital importance in the revival of classical antiquity in the renaissance. A new presentation and comprehensive study of the text will at last make this work widely accessible to modern readers and provide a new and deeper view on the cult of Rome in Western civilisation.",2103,HISTORICAL STUDIES,"$282,000",,,,,,,,,,,,"$73,000","$87,000","$122,000",,,
DP130102990,DP,2012,2013,The Australian National University,ACT,Dr Emma Baulch; A/Prof Jeremy Watkins; A/Prof Ariel Heryanto,Mobile Indonesians: social differentiation and digital literacies in the twenty first century,"This is the first dedicated study of the social implications of mobile telephony's recent and rapid popularisation throughout the country. This project will study metropolitan, urban and rural users to understand how mobile phones create the new and unexpected social networks which will shape tomorrow's Indonesians.",2002,CULTURAL STUDIES,"$220,000",,,,,,,,,,,,"$73,000","$73,000","$74,000",,,
DP130102601,DP,2012,2013,Deakin University,Vic,Prof Fethi Mansouri; Dr Michele Lobo; Prof Bryan Turner,Islamic religiosity and challenge of political engagement and national belonging in multicultural western cities,"This project will investigate how participation in Islamic religious practices strengthens attachments to the western cities where Muslims have chosen to live. It will contribute to global, national and local policy outcomes that focus on the challenges of accommodating minority religions in diverse western cities.",1603,DEMOGRAPHY,"$260,400",,,,,,,,,,,,"$73,293","$113,969","$73,138",,,
DP120100573,DP,2011,2012,Swinburne University of Technology,Vic,Prof Shirley Rose Leitch; Prof Michael David Gilding,"Business collective action, networks and discourse: a fiscal sociology of mining tax reform in Australia","The mining tax revolt in 2010 was a landmark event in government-business relations in Australia, acknowledged by multinational corporations and governments around the world for its broader ramifications. This project is the first systematic study of what happened, and its implications for our understanding of government-business relations.",1608,SOCIOLOGY,"$200,240",,,,,,,,,,,"$67,779","$73,688","$58,773",,,,
DP110102635,DP,2010,2011,Griffith University,Qld,Lambert Prof David M; Prof Eske Willerslev; Dr Michael C Westaway; Prof Elizabeth (Lisa) A Matisoo-Smith,The origin of the first Australians,Using new DNA methods researchers aim to uncover the origins of the first Australians and to provide new evidence for when people came here and where they came from. This exciting work aims to determine some of the physical and metabolic characteristics of these early people.,1601,ANTHROPOLOGY,"$217,000",,,,,,,,,,"$71,000","$72,000","$74,000",,,,,
DP120104217,DP,2011,2012,Monash University,Vic,Dr Amanda Jane Henderson; Prof Brian Clark Jolly; Dr Jennifer Margaret Newton,Factors influencing learning in healthcare: reframing a conceptual model on workplace learning,This project will reframe a conceptual model on workplace learning in healthcare environments. The model will provide a more sustainable and innovative approach to teaching and learning for health professionals in this complex socio-cultural work environment.,1110,NURSING,"$144,000",,,,,,,,,,,"$70,000","$74,000",,,,,
DP130102454,DP,2012,2013,The University of Queensland,Qld,Dr Marta Indulska; A/Prof Jan Recker; Prof Peter Green,Business process decomposition,"This project will develop guidelines to assist analysts in managing complex business processes by decomposing them into more manageable processes. The project outcomes will make it easier to make informed decisions about process re-design, business innovation or software development, thus contributing to project cost savings.",0806,INFORMATION SYSTEMS,"$234,000",,,,,,,,,,,,"$74,000","$80,000","$80,000",,,
DP110101349,DP,2010,2011,Monash University,Vic,Thomas Dr Samantha L; Prof Timothy S Olds; Dr Samantha L Murray; Prof Jim Hyde,"Weighing the impact: How do Australian families interpret and respond to population messaging about obesity, weight loss and physical activity?","How do adults and adolescents - both fat and thin - respond to the range of obesity messages that they are exposed to in their everyday lives? This study investigates the attitudes and opinions of 150 families about current obesity campaigns, and will develop a practical template for improving current obesity messaging strategies.",1117,PUBLIC HEALTH AND HEALTH SERVICES,"$312,731",,,,,,,,,,"$126,916","$111,578","$74,237",,,,,
DP110100440,DP,2010,2011,The University of Sydney,NSW,Thomas Dr Anne C; Dr Inna A Capdeboscq,Lattices in locally compact groups,"The project will investigate fundamental questions about lattices in a variety of locally compact groups, leading to a deeper understanding of basic properties, in both new settings and old. The project will develop new tools, provide new applications, link diverse areas of mathematics and strengthen international connections.",0101,PURE MATHEMATICS,"$276,740",,,,,,,,,,"$73,185","$67,885","$74,285","$61,385",,,,
DP130104468,DP,2012,2013,University of Western Sydney,NSW,Dr Rebecca Pinkus; Dr Lisa Williams; Prof Julie Fitness; Prof Joseph Ciarrochi; Prof Sandra Murray,Emotional responses to comparisons in romantic relationships: implications for relationship wellbeing,"This project will identify the nature of the emotions that stem from comparisons between romantic partners. It will reveal how these emotions in turn impact relationship dynamics and ultimately, relationship wellbeing. This research will provide important insights into the underlying processes that make some relationships thrive and others fail.",1701,PSYCHOLOGY,"$223,838",,,,,,,,,,,,"$74,308","$70,305","$79,225",,,
DP120102002,DP,2011,2012,University of South Australia,SA,Prof Michael John Webber; Prof John William Benson; Prof Ying  Zhu,The reality of China's socialist market economy: the emergence of labour segmentation and inequality,"Australia's current regional and economic security is predicated on China's stability and prosperity. This project provides a unique opportunity for Australian organisations and institutions to gain a better understanding of the complex economic, regulatory and social issues that surround the problem of labour segmentation and inequality in China.",1503,BUSINESS AND MANAGEMENT,"$223,240",,,,,,,,,,,"$72,771","$74,447","$76,022",,,,
DP110101643,DP,2010,2011,The University of New South Wales,NSW,Bao A/Prof Jie; Prof Dianne E Wiley; Dr Alessio Alexiadis,Feedback destabilising control of electro-osmotic flow for reducing fouling and enhancing productivity of membrane systems,"This project aims to develop a new approach to improving the productivity of membrane systems. With over $9 billion worth of membrane-based desalination plants either in operation, under construction or being planned in Australia, the expected outcomes of this project will lead to significant social and economic benefit and provide greater water security.",0904,CHEMICAL ENGINEERING,"$276,000",,,,,,,,,,"$115,500","$86,000","$74,500",,,,,
DP0986621,DP,2008,2009,The University of Queensland,Qld,Dr DH Arnold,Human Time Perception,"Most human tasks require timing on a scale of tens to hundreds of milliseconds. We must judge time to produce and comprehend speech, to move about and interact with our dynamic environment, to determine causality and decode information from sensory receptors. However, the neural bases of time perception are largely unknown. This project will explore temporal phenomena to determine how and where durations, temporal order and coincidence are encoded in the human brain. Project results will provide new insight into the mechanisms of time perception, with implications for disorders associated with impaired time perception, such as autism, dyslexia and schizophrenia.",3801,PSYCHOLOGY,"$394,000",,,,,,,,"$94,000","$75,000","$75,000","$75,000","$75,000",,,,,
DP1092606,DP,2009,2010,The University of Queensland,Qld,Dr MB Andrejevic,The Monitored Audience: Control of Personal Information in the Digital Era,"In an era when the internet can gather detailed information about citizens and mobile phones can target ads to them based on their location, consumers need a say in the policies and practices governing the use of their personal information. Research indicates Australians are concerned about the collection and use of their information. This project would explore what they are doing about it and what information handling policies and practices they support. The findings will provide a citizen perspective on deliberations over information and data handling policy as well as on ethical and legal debates about commercial monitoring at a time when the technology for capturing personal information continues to develop at a rapid pace.",4001,"JOURNALISM, COMMUNICATION AND MEDIA","$390,000",,,,,,,,,"$95,000","$85,000","$75,000","$75,000","$60,000",,,,
DP1093134,DP,2009,2010,Monash University,Vic,Dr J Ang; Dr G Feng,"Financial development, liberalisation and productivity growth","The analysis performed in this project will provide some new insights into the role of financial policies in bolstering productivity growth. This issue deserves more attention from the policy circle given that a better understanding of the mechanisms by which finance affects growth performance allows policy makers to evaluate the costs and benefits associated with liberalising and deepening the financial systems, thus enabling the formulation of effective financial policies. This understanding is critical to achieve the Australian policy makers' objective of promoting financial stability and strengthening growth.",3402,APPLIED ECONOMICS,"$300,000",,,,,,,,,"$75,000","$75,000","$75,000","$75,000",,,,,
DP1093529,DP,2009,2010,The University of Melbourne,Vic,Prof DJ Clarke; A/Prof FW Sahlström; Prof Y Cao; Prof X Wu,"Learning outcomes in mathematics and science classrooms in Australia, Finland and China: Interrogating the alignment of curriculum, instruction and assessment","Our capacity to promote effective instruction depends upon our ability to recognize and assess useful knowing and to identify the instructional practices through which such knowing is engendered. International achievement tests are impacting educational policy in Australia, with significant attention on top-performing Finland and the consistent success of Asian classrooms. Recent research has raised concerns about what forms of knowing (i) find their expression in student test performance, or (ii) remain unrevealed by most available forms of testing (particularly international testing). This project looks closely at classroom practices and learning outcomes in China, Finland and Australia to provide new guidance on these issues.",3302,CURRICULUM STUDIES,"$467,178",,,,,,,,,"$135,998","$120,000","$136,180","$75,000",,,,,
DP1093769,DP,2009,2010,The University of Newcastle,NSW,Prof JM Borwein,Computer Assisted Research Mathematics and its Applications,"The mathematics community will benefit from infusion of new computer-assisted techniques and modalities for research and training post-graduate students, both from my pure research project and through development of an associated research centre. Ultimately, this should also help more school students learn mathematics well and so play a part in addressing Australia's skill shortage. Also, the work on optimization algorithms promises to improve the performance and quality of many practical signal reconstruction methods. These are used by varied Australian industries from telecommunication to mining and by researchers in the digital arts and fields such as astronomy, physics, chemistry, bioscience, geoscience, engineering and medicine.",2301,MATHEMATICS,"$555,000",,,,,,,,,"$160,000","$150,000","$170,000","$75,000",,,,,
DP110100083,DP,2010,2011,Curtin University of Technology,WA,Teo Prof Kok Lay; A/Prof Volker Rehbock; Dr Ryan Loxton,"Optimal control of nonlinear delay systems: theory, algorithms, and applications","Time delays are present in many engineering systems, including robots, irrigation canals, and chemical reactors. This project aims to develop state-of-the-art techniques for controlling systems with time delays in an optimal manner.",0103,NUMERICAL AND COMPUTATIONAL MATHEMATICS,"$315,000",,,,,,,,,,"$80,000","$75,000","$75,000","$85,000",,,,
