Project ID,Funding Completion Year,Project Leader,Project Title,Fellowship Recipient,Fellowship Type
DE130101001,2015,Dr Gabriel Verret,Enumeration of vertex-transitive graphs.,Dr Gabriel Verret,DECRA
DE130101002,2015,Dr Muhammad Cheema,Efficiently Querying Uncertain Spatial Space,Dr Muhammad Cheema,DECRA
DE130101033,2015,Dr Darren Hudson,An Ultrafast Mid-IR Fiber Laser: Short Pulses at Long Wavelengths,Dr Darren Hudson,DECRA
DE130101046,2015,Dr Donald Wlodkowic,Ecotoxicology-on-a-Chip: Towards Smart Devices in Environmental Biomonitoring,Dr Donald Wlodkowic,DECRA
DE130101061,2015,Dr Christine Satchell,Personal Safety in the City: Design Solutions for After Dark,Dr Christine Satchell,DECRA
DE130101067,2015,Dr Ian Marquette,New constructions of superintegrable systems and the connection with Painlevé transcendents,Dr Ian Marquette,DECRA
DE130101077,2015,Dr Hariz Halilovich,"Recognising the Pain of Others: Gendered Displacement, Memory and Identity in Bosnian Refugee Diaspora",Dr Hariz Halilovich,DECRA
DE130101084,2015,Dr Peter Macreadie,From sink to source: Does microbial priming of degraded seagrasses contribute to global warming?,Dr Peter Macreadie,DECRA
DE130101087,2015,Dr Brynmor Haskell,Modelling superfluid neutron stars,Dr Brynmor Haskell,DECRA
DE130101089,2015,Dr Tomer Ventura,"Understanding masculinity, the crustacean way.",Dr Tomer Ventura,DECRA
DE130101131,2015,Dr Dennis Grube,The Public Face of the Public Service:  The significance of public bureaucratic leadership in Westminster systems.,Dr Dennis Grube,DECRA
DE130101133,2015,Dr Trevor Worthy,"Evolution, breeding biology, and extinction of giant fowl in Australia and the Southwest Pacific.",Dr Trevor Worthy,DECRA
DE130101148,2015,Dr Alexander Clark,Quantum state translation in integrated optics: enabling multi-colour quantum processing,Dr Alexander Clark,DECRA
DE130101168,2015,Dr Stefano Freguia,Enhancement of light-driven electricity generation by cyanobacteria: en-route to biosolar panels,Dr Stefano Freguia,DECRA
DE130101169,2015,Dr Makrina Totsika,Understanding how bacteria become sticky,Dr Makrina Totsika,DECRA
DE130101175,2015,Dr Xin Yu,Ultra-fast functional magnetic resonance imaging (fMRI) mapping of layer-specific interhemispheric plasticity ,Dr Xin Yu,DECRA
DE130101179,2015,Dr Nathan Garvey,"The Australian Penal Colonies and British Print Culture, 1786-1900",Dr Nathan Garvey,DECRA
DE130101183,2015,Dr Emilie Sauret,Next-Generation Expanders for Renewable Power Applications: Dealing with Variability and Uncertainty,Dr Emilie Sauret,DECRA
DE130101191,2015,Dr Pascal Buenzli,Formation of the osteocyte network in bone matrix,Dr Pascal Buenzli,DECRA
DE130101215,2015,Dr Yun Yu,A novel pyrolysis process for high-quality bio-oil production from biomass,Dr Yun Yu,DECRA
DE130101222,2015,Dr Lisa Willats,The development of novel magnetic resonance imaging methods to investigate brain structure and function,Dr Lisa Willats,DECRA
DE130101239,2015,Dr Arusyak Sevoyan,Improving migrant health: identifying and addressing the health needs of migrants in Australia,Dr Arusyak Sevoyan,DECRA
DE130101247,2015,Dr Md.Shahriar Hossain,Rational design of a new generation magnesium diboride superconducting rotor coil suitable for offshore low-cost wind turbine generator,Dr Md.Shahriar Hossain,DECRA
DE130101252,2015,Dr Edward Taylor,"New, High Precision, Direct Measurement of the Dark Matter Distribution",Dr Edward Taylor,DECRA
DE130101264,2015,Dr Zhaojun Han,Carbon nanotube-based supercapacitors: breaking the energy density limit,Dr Zhaojun Han,DECRA
DE130101265,2015,Dr Juliet Pietsch,Asian Australian Political Identities and Participation across Communities: Comparisons with the United States.,Dr Juliet Pietsch,DECRA
DE130101267,2015,Dr Fiona Martin,Mediating the Conversation: inclusive dialogue in globalising online news environments ,Dr Fiona Martin,DECRA
DE130101270,2015,Dr Shari Breen,Tracing the evolution of high-mass stars: combining maser evolutionary timelines with chemical clocks,Dr Shari Breen,DECRA
DE130101290,2015,Dr Hana Burianova,Age-related reorganisation of cortical networks subserving memory retrieval,Dr Hana Burianova,DECRA
DE130101292,2015,Dr Maud Bernoux,Plant immune receptors: what are the first steps that trigger defense signalling?,Dr Maud Bernoux,DECRA
DE130101300,2015,Dr James Hutchison,Molecules and mirrors: new directions in chemistry and organic  optoelectronics using hybrid light/matter states,Dr James Hutchison,DECRA
DE130101311,2015,Dr Yi Yang,Predicting Health Status of Geriatric Patients from User Trusted Multimedia Observations,Dr Yi Yang,DECRA
DE130101336,2015,Dr Erik van Sebille,Inter-ocean exchange around Australia and its relation to regional and global climate,Dr Erik van Sebille,DECRA
DE130101342,2015,Dr Annan Zhou,Coupled thermo-hydro-mechanical behaviour of unsaturated soils and its modelling,Dr Annan Zhou,DECRA
DE130101350,2015,Dr Yit-Heng Chooi,A synthetic biology approach for mining the secondary metabolomes of fungal phytopathogens,Dr Yit-Heng Chooi,DECRA
DE130101357,2015,Dr Morven Cameron,Modulation of gap-junction coupling in the mammalian retina,Dr Morven Cameron,DECRA
DE130101361,2015,Dr Jong Chow,Geo-thermometers based on laser absorption spectroscopy,Dr Jong Chow,DECRA
DE130101393,2015,Dr Marta Garrido,Neurobiological mechanisms of decision under uncertainty,Dr Marta Garrido,DECRA
DE130101399,2015,Dr Stanislav Shabala,Eternal struggle: star formation and black hole activity in galaxies,Dr Stanislav Shabala,DECRA
DE130101401,2015,Dr Jianhua Guo,A novel autotrophic biological nitrogen removal process driven by ammonia-oxidizing archaea and anammox bacteria,Dr Jianhua Guo,DECRA
DE130101402,2015,Dr Cyril Hnatovsky,Advanced laser micromachining with femtosecond vector beams    ,Dr Cyril Hnatovsky,DECRA
DE130101410,2015,Dr Amanda Niehaus,To die or not to die: Understanding the energetics of death in nature,Dr Amanda Niehaus,DECRA
DE130101432,2015,Dr Wonkeun Chang,Dissipative soliton lasers: Innovative approach to high-energy femtosecond pulse generation,Dr Wonkeun Chang,DECRA
DE130101436,2015,Dr Christopher Brennan-Horley,Experiments in space: Geospatial information technologies for cultural environmental research,Dr Christopher Brennan-Horley,DECRA
DE130101441,2015,Dr Pierre-Francois Loos,Thinking outside the box: spherical geometry in chemistry and physics,Dr Pierre-Francois Loos,DECRA
DE130101448,2015,Dr Ivan Garanovich,Nanowaveguides with a twist: shaping and switching of light pulses in modulated nanowaveguide arrays,Dr Ivan Garanovich,DECRA
DE130101450,2015,Dr Sylvain Foret,The molecular bases of division of labour in the beehive,Dr Sylvain Foret,DECRA
DE130101453,2015,Dr Nicholas Porch,Developing predictions of extinction risk for tropical arthropods in the face of global environmental change,Dr Nicholas Porch,DECRA
DE130101458,2015,Dr George Greene,Investigation and development of biological anti-adhesive coatings,Dr George Greene,DECRA
DE130101463,2015,Dr Paul Burke,Reinforcement and Undermining: The Impact of Innovative Features on Dual Positioning and Choice,Dr Paul Burke,DECRA
DE130101468,2015,Dr Sarah Phillips,State Formation and External Finance: A Case Study of Somaliland,Dr Sarah Phillips,DECRA
DE130101504,2015,Dr Julian Vivian,An investigation into evolution and diversity within an innate immune recognition system,Dr Julian Vivian,DECRA
DE130101505,2015,Dr Ryan Walter,The Rise of the National Economic Interest,Dr Ryan Walter,DECRA
DE130101521,2015,Dr Simon Smith,Permutation groups with finite subdegrees and the structure of totally disconnected locally compact groups.,Dr Simon Smith,DECRA
DE130101533,2015,Dr John Boxall,A risk-based approach to natural gas hydrates in oil and gas production,Dr John Boxall,DECRA
DE130101550,2015,Dr Kateryna Bazaka,Functional polymer encapsulation to enhance biological performance of implantable materials,Dr Kateryna Bazaka,DECRA
DE130101560,2015,Dr Adam Brumm,"A world of its own: Earliest human occupation of the Maros karsts in southwest Sulawesi, Indonesia",Dr Adam Brumm,DECRA
DE130101567,2015,Dr Marc Jones,Skulls as machines: diversity and evolution in a group of charismatic Australian lizards,Dr Marc Jones,DECRA
DE130101571,2015,Dr Luke Bennetts,Assimilation of ocean wave interactions with sea ice into climate models,Dr Luke Bennetts,DECRA
DE130101577,2015,Dr Svetlana Bogomolova,Retail price promotions in Australia: are consumers really better off?,Dr Svetlana Bogomolova,DECRA
DE130101591,2015,Dr Yazi Ke,Novel postsynaptic functions of the microtubule-associated protein tau,Dr Yazi Ke,DECRA
DE130101601,2015,Dr Rachael Briggs,"Wellbeing, Preferences, and Basic Goods",Dr Rachael Briggs,DECRA
DE130101605,2015,Dr Mark Reid,Composing Machine Learning via Market Mechanisms,Dr Mark Reid,DECRA
DE130101628,2015,Dr Han Xu,Efficient High-Order Harmonic Generation Using Dissociating Molecular Ions with Controlled Inter-Nuclear Separation,Dr Han Xu,DECRA
DE130101639,2015,Dr Yixiang Gan,Heat flow in granular media under extreme loading conditions,Dr Yixiang Gan,DECRA
DE130101650,2015,Dr Anna Renfrew,Rational design of novel metal-based chaperones for tumour-selective drug delivery,Dr Anna Renfrew,DECRA
DE130101660,2015,Dr Jeremy Shaw,The secret of bee navigation: Magnetic field sensitive cells in the honeybee Apis mellifera,Dr Jeremy Shaw,DECRA
DE130101663,2015,Dr Erik van der Burg,Multisensory integration in complex stimuli,Dr Erik van der Burg,DECRA
DE130101664,2015,Dr Julian Mestre,Universal solution for scheduling problems,Dr Julian Mestre,DECRA
DE130101670,2015,Dr John Ormerod,Scalable Bayesian model selection for massive data sets.,Dr John Ormerod,DECRA
DE130101671,2015,Dr Emilie-Jane Ens,Exploring two-way ecological research to inform Indigenous natural and cultural resource management,Dr Emilie-Jane Ens,DECRA
DE130101673,2015,Dr Brendan Wilkinson,Access to Biomimetic Carbohydrate Receptors using Dynamic Combinatorial Chemistry,Dr Brendan Wilkinson,DECRA
DE130101688,2015,Dr Duc Dau,The Song of Songs in Victorian Literature and Culture,Dr Duc Dau,DECRA
DE130101700,2015,Dr Fang-Fang Ren,Development of terahertz metamaterials based on III-V compound semiconductors,Dr Fang-Fang Ren,DECRA
DE130101703,2015,Dr James Flexner,Mission Archaeology and Colonial Encounters in Southern Vanuatu,Dr James Flexner,DECRA
DE130101705,2015,Dr Nicholas Graham,Ecology of novel coral reef ecosystems,Dr Nicholas Graham,DECRA
DE130101706,2015,Dr Bjoern Dressel,"Courts, Politics, and Power in Southeast Asia",Dr Bjoern Dressel,DECRA
DE130101712,2015,Dr Kathleen Ellis,"Disability and Digital TV: Access, representation and reception",Dr Kathleen Ellis,DECRA
DE130101734,2015,Dr Kirrilly Thompson,Should I stay or should I go? Increasing natural disaster preparedness and survival through animal attachment,Dr Kirrilly Thompson,DECRA
DE130101746,2015,Dr Adam Broinowski,Contaminated life: Hibakusha in Japan in the nuclear age ,Dr Adam Broinowski,DECRA
DE130101760,2015,Dr Robert Sharwood,Uncovering the roles of key ribonucleases critical for post-transcriptional control of chloroplast gene expression.,Dr Robert Sharwood,DECRA
DE130101768,2015,Dr Jonathan Newton,Bank regulation: the implications of interconnectedness and adaptive behaviour,Dr Jonathan Newton,DECRA
DE130101775,2015,Dr Anders Eriksson,Distributed Large-scale Optimization Methods in Computer Vision,Dr Anders Eriksson,DECRA
DE130101789,2015,Dr Richard Scully,"The Cartoon Empire: The Anglo-American Tradition of Political Satire and Comic Art, 1720-2020",Dr Richard Scully,DECRA
DE130101805,2015,Dr David Zyngier,Can Educators Make a Difference: Experiencing Democracy in Education,Dr David Zyngier,DECRA
DE130101816,2015,Dr Jillian Garvey,"Palaeoenvironments and human adaptation in the Late Quaternary of the semi-arid Murray River Valley, northwestern Victoria",Dr Jillian Garvey,DECRA
DI110100005,2013,Maynard,"Land, children and politics: Native America and Aboriginal Australia 1900 - 1930",John Maynard,ARFI
DI110100010,2013,Collard,Nyungar Boodjera Wangkiny: the people's land is speaking: Nyungar place nomenclature of the southwest of Western Australia,Len Collard,ARFI
DP0984222,2013,"Moles, A",How are weeds adapting to life in Australia? Quantifying the rate and direction of evolution in introduced species.,Dr AT Moles,QEII
DP0984342,2013,"Willis, G",Totally disconnected groups in algebra and geometry,A/Prof GA Willis,APF
DP0984354,2013,"McDonagh, A",Tunable metallophthalocyanine complexes for molecular electronics,Dr AM McDonagh,ARF
DP0984390,2013,"Craik, D",Discovery and applications of circular proteins,Prof DJ Craik,APF
DP0984419,2013,"Thieberger, N",Doing great things with small languages: Safeguarding Indigenous language material of Australia's region by clever use of new technology ,Dr NA Thieberger,QEII
DP0984437,2013,"Humphrey, M",Advanced Organometallic Materials: Syntheses and Nonlinear Optical Properties,Prof MG Humphrey,APF
DP0984465,2013,"Potts, D","From village to empire in the Zagros highlands: Archaeological investigations at Tol-e Nurabad (Fars Province, Iran)",Prof DT Potts,APF
DP0984522,2013,"Hu, H",Ultracold atomic Fermi gases in the strongly interacting regime: A new frontier of quantum many-body physics,Prof H Hu,QEII
DP0984558,2013,"McKone, E",Integrating holistic processing and face-space approaches to the perception of facial identity,Dr E McKone,QEII
DP0984637,2013,"Liu, X",Imbalanced superfluidity: The quantum mystery that defies solution,Dr X Liu,ARF
DP0984666,2013,"Brock, J",Cognitive and neural causes of language impairment in autism,Dr J Brock,ARF
DP0984673,2013,"Chung, R",Redefining the metallothionein's role in the injured brain: extracellular metallothioneins play an important role in astrocyte-neuron responses to injury,Dr R Chung,ARF
DP0984722,2013,"Lay, P",Microprobe and Nanoprobe Studies on Intracellular Disease Processes and Their Treatment,Prof PA Lay,APF
DP0984745,2013,"Breadmore, M",Integrated microfluidic device for the direct analysis of drugs and metabolites in biological fluids,Dr MC Breadmore,QEII
DP0984787,2013,"Baxter, J",For Better or For Worse? Understanding the Revolution in Married Life in Australia.,Prof JH Baxter,APF
DP0984791,2013,"Moulds, M",Understanding and predicting the role of memory in depression recurrence,Dr ML Moulds,ARF
DP0984797,2013,"Dixon, N",Mapping Protein Contacts and Conformational Changes in Macromolecular Assemblies,Dr K Ozawa,ARF
DP0984919,2013,"Williams, M",How does the brain process facial expressions?,Dr MA Williams,QEII
DP0984930,2013,"Rickles, D",The Development of Quantum Gravity,Dr D Rickles,ARF
DP0985000,2013,"Batstone, D",Interspecies electron transfer in biotechnology,Dr DJ Batstone,ARF
DP0985177,2013,"Kroese, D","Improved Monte Carlo Methods for Estimation, Optimisation and Counting",Dr DP Kroese,APF
DP0985232,2013,"During, S",Anglicanism and the modernisation of English literary culture,Prof SC During,APF
DP0985253,2013,"Yeo, L",Electrohydrodynamically-Driven Microcentrifugation for Microfluidic Applications,Dr LY Yeo,ARF
DP0985418,2013,"Heazlewood, J",Plant Mitochondrial Signalling and Regulation,Dr JL Heazlewood,QEII
DP0985636,2013,"Bezhan, F","The Jihadi, Revolutionary and Anti-war Fiction in Afghanistan, 1978-2007",Dr F Bezhan,ARF
DP0985720,2013,"Gaukroger, S","Science and the Shaping of Modernity, 1690-1755",Prof SW Gaukroger,APF
DP0985738,2013,"Trevaskes, S",Chinese firewalls: the death penalty and the people's war on drugs along China's borders,Dr SE Trevaskes,QEII
DP0985770,2013,"Melchers, R",Engineering models for inland atmospheric corrosion of steel infrastructure considering microbiological and environmental influences,Prof RE Melchers,APF
DP0985807,2013,"Harris, H",The fate of dietary selenium in vivo; a direct approach to linking chemical form with biological activity.,Dr HH Harris,QEII
DP0985813,2013,"Rao, D",Construction of Consistent Panels of Real Gross Domestic Product and its Components at Current and Constant Prices,Prof DP Rao,APF
DP0985859,2013,"Garcia-Gonzalez, F",The evolution of female multiple mating: genetic benefits and indirect genetic effects,Dr F Garcia-Gonzalez,ARF
DP0985953,2013,"Batley, J",Co-evolution of the host pathogen interaction between Leptosphaeria maculans and Brassica species,Dr J Batley,QEII
DP0985987,2013,"Marchetti, E",Sentencing Indigenous offenders of partner violence:  A fundamental comparative analysis of Indigenous sentencing courts and specialist family violence courts,Dr EM Marchetti,ARF
DP0985995,2013,"Degnan, B",The essence of being an animal: sponge allorecognition and the evolution of individuality,Prof BM Degnan,APF
DP0986211,2013,"Macintyre, S","Australia's post-Second World War reconstruction reassessed, 1941-1949",Prof SF Macintyre,APF
DP0986319,2013,"Fleming, A",New drives and control techniques for high performance piezoelectric actuation,Dr AJ Fleming,ARF
DP0986349,2013,"Mathas, A",Pyramids and decomposition numbers for the symmetric and general linear groups,A/Prof A Mathas,APF
DP0986352,2013,"Stace, T",Modelling Superconducting Quantum Devices,Dr TM Stace,ARF
DP0986364,2013,"Read, P",A history of Aboriginal Sydney since 1788,Prof PJ Read,APF
DP0986382,2013,"Yao, X",Fundamental study on hydrogen desorption from nanoscale Magnesium (Mg) hydrides,Dr X Yao,ARF
DP0986398,2013,"Amal, R",Designing integrated photocatalytic systems for simultaneous clean energy generation and water remediation,Prof R Amal,APF
DP0986404,2013,"Hall, P",Inverse and related problems in statistics,Dr AM Delaigle,QEII
DP0986428,2013,"Bradby, J",Understanding structure-property relations in amorphous silicon ,Dr JE Bradby,QEII
DP0986522,2013,"Mueller, S",Imaging of immune responses to pathogens in vivo.,Dr SN Mueller,QEII
DP0986551,2013,"Zhang, R",Noncommutative geometry in representation theory and quantum physics,A/Prof R Zhang,APF
DP0986621,2013,"Arnold, D",Human Time Perception,Dr DH Arnold,ARF
DP0986747,2013,"Morita, H",Partial equity ownership and knowledge transfer: An economic analysis of strategic alliances,A/Prof H Morita,ARF
DP0986752,2013,"Barnard, A",Environmental stability of nanoscale materials for catalysis and sensing,Dr AS Barnard,QEII
DP0986795,2013,"Coster, M",Molecular probes for pancreatic cancer,Dr MJ Coster,ARF
DP0986960,2013,"Jackson, S",Microfibre photonics: function densification on a wavelength scale,Dr SD Jackson,QEII
DP0986984,2013,"Veracini, L",Settler colonialism: a global history,Dr L Veracini,QEII
DP0986999,2013,"Gale, J",Learning to predict polymorphism through simulation of nucleation and nanoparticle evolution,Prof JD Gale,APF
DP0986999,2013,"Gale, J",Learning to predict polymorphism through simulation of nucleation and nanoparticle evolution,Dr P Raiteri,ARF
DP0987072,2013,"Chatterjee, S","Snap, Crackle, Pop: Opening the Window on the Variable Radio Universe",Dr S Chatterjee,QEII
DP0987084,2013,"Sheppard, L",An Innovative Solid-State Approach to Enhanced Solar-Hydrogen Production,Dr LR Sheppard,ARF
DP0987091,2013,"Waters, P",Origin and Evolution of Mammalian Dosage Compensation,Dr PD Waters,ARF
DP0987146,2013,"Bowen, W",Integrated microresonator based quantum technology,Dr WP Bowen,QEII
DP0987164,2013,"Szabo, K",The cutting edge: Investigating the use of shell as a raw material by Australasian hominins,Dr K Szabo,QEII
DP0987302,2013,"Tanaka, M",Mathematical models and bioinformatic analyses of bacterial genome evolution,Dr MM Tanaka,QEII
DP0987344,2013,"Wallace, G",Novel Drug Delivery Systems,Dr SE Moulton,QEII
DP0987351,2013,"Rose, A",A new paradigm for the geochemistry of mineral precipitation and dissolution in aquatic systems: Polymer-based numerical modelling,Dr AL Rose,QEII
DP0987545,2013,"Eggert, P",Brought to book: Textual-editorial studies and the methodology of book history with a scholarly edition of Charles Harpur's complete poetry,Prof PR Eggert,APF
DP0987626,2013,"White, C",The evolution of energy metabolism in ectotherms,Dr CR White,QEII
DP0987731,2013,"Powell, R",Building the thermodynamic framework for modelling the Earth,Prof R Powell,APF
DP0987734,2013,"Pieprzyk, J",Secure and Efficient Cryptographic Hashing,Dr R Steinfeld,ARF
DP0987765,2013,"McLaren, S",Thermal structure and evolution of the Australian continent,Dr SN McLaren,ARF
DP0987803,2013,"Silove, D",Understanding anger and its consequences amongst women in conflict-affected Timor Leste: Implications for enhancing sustainable development,Dr SJ Rees,QEII
DP0987834,2013,"Gray, E",Negotiating the Lifecourse: Longitudinal research into work and family transitions and trajectories,Dr EE Gray,ARF
DP0987839,2013,"Goot, M",Remaking Australian Politics: Electioneering from the 19th Century to the 21st,Prof M Goot,APF
DP0987851,2013,"Bakker, E",Calibration Free Coulometric Sensors Based on Polymeric Thin Layer Films,Prof E Bakker,APF
DP0987969,2013,"Do, D",Synthesis of Unique Mesoporous Graphitic Carbons and their Application to Fundamental Problems in Adsorption Science,Dr S Qiao,ARF
DP0988002,2013,"Brown, M",Towards a predictive model for coastal marine microbial assemblages,Dr MV Brown,QEII
DP0988311,2013,"Davies, M","Mechanisms and consequences of myeloperoxidase-mediated damage to glycosaminoglycans, proteins and proteoglycans",Prof MJ Davies,APF
DP0988336,2013,"Velonaki, M","Physicality, tactility, intimacy: interaction between humans and robots",Dr M Velonaki,ARF
DP0988351,2013,"Swaminatha-Iyer, K",Using magnetic nanotechnology to aid recovery from neurotrauma,Dr KL Swaminatha-Iyer,ARF
DP0988424,2013,"Do, K",Coordination control of underactuated ocean vehicles for ocean forecasting,Dr KD Do,ARF
DP0988535,2013,"Dickman, C",The renaissance predator: complex predator-prey interactions and vertebrate diversity in arid Australia,Prof CR Dickman,APF
DP0988554,2013,"Seuront, L",Beyond oceanography: behavior as a tool to uncover ocean complexity,Dr L Seuront,APF
DP0988601,2013,"Quevedo, D",Feedback Architectures with Parallel Communication Channels,Dr DE Quevedo,ARF
DP0988609,2013,"McGregor, I",Models of adolescent drug use and its consequences,Dr IS McGregor,APF
DP0988658,2013,"Turner, S",Application of very short-lived Uranium-series isotopes to constraining Earth system processes,Prof SP Turner,APF
DP0988687,2013,"Li, S",Development of High Performance Ceramic Based Thermoelectric Materials for Power Regeneration Applications ,Dr T Zhang,ARF
DP0988711,2013,"Weeks, A",Genetic variation without sex: frequency-dependent selection and the maintenance of variation in asexual organisms,Dr AR Weeks,ARF
DP0988812,2013,"Olsson, M",Evolutionary biomedicine: genetic pathologies as selection agents in three model systems,Prof MM Olsson,APF
DP0988846,2013,"Searle, I",Molecular and genetic analysis of epigenetic components in a model plant.,Dr IR Searle,QEII
DP0988962,2013,"Stamps, R","Memory effects in magnetic metals: origin, utility and control in magnetoelectronics using layered nanopatterns",Prof RL Stamps,APF
DP1092437,2014,"Bhatia, S",Friction-based modelling of the dynamics of nanoconfined fluid mixtures,Prof SK Bhatia,APF
DP1092465,2014,"Brooks, R",Understanding how reproduction and sexual conflict drive sex-dependent longevity and ageing,Prof RC Brooks,APF
DP1092502,2014,"Maller, R",Stochastic analysis and the development and application of financial risk processes,Prof RA Maller,APF
DP1092508,2013,"Jeyakumar, V","A new improved solution to global optimization over multivariate polynomials: Mathematical principles, numerical methods and selected applications",Dr G Li,APD
DP1092569,2014,"Whitlock, G",Inhumanities: Asylum seeker letters and the precarious 'human' rights of contemporary life narrative,Prof GL Whitlock,APF
DP1092606,2014,"Andrejevic, M",The Monitored Audience: Control of Personal Information in the Digital Era,Dr MB Andrejevic,QEII
DP1092615,2013,"Broomhall, S","Gender, power and identity in the early modern Nassau family ",Dr S Protschky,APD
DP1092619,2014,"de Zubicaray, G",How the brain produces speech,Dr GI de Zubicaray,QEII
DP1092637,2013,"Allen, N","Genes, neuroanatomy and family process: Predicting adolescent anxiety and depression",Dr MB Yap,APD
DP1092805,2014,"Sisson, S",Innovations in Bayesian likelihood-free inference,Dr SA Sisson,QEII
DP1092810,2014,"Raston, C",Integrated approach to functional carbon based materials,Prof CL Raston,APF
DP1092840,2013,"Ogloff, J","Recognising, assessing, and managing high risk stalking behaviour: An evidence-based approach",Dr TE McEwan,APD
DP1092843,2014,"Jacobs, Z",A tale of two species: constructing chronologies for patterns of change in the behaviour of Neanderthals and early modern humans ,Dr Z Jacobs,QEII
DP1092856,2014,"Shane, M",Functional diversity in root systems that are critical for water and nutrient acquisition by Australian monocotyledons,Dr MW Shane,ARF
DP1092878,2013,"Goggin, G",Internet History in Australia and the Asia-Pacific,Dr K Lee,APD
DP1092897,2014,"Dowling, D",Sexual conflict in the mitochondrion,Dr DK Dowling,ARF
DP1092908,2014,"Stuart-Fox, D",Colour polymorphisms and speciation: linking macroevolutionary patterns with microevolutionary processes,Dr D Stuart-Fox,ARF
DP1092988,2014,"Birbilis, N",Engineering the kinetic stability of alloys for advanced stainless material development,Dr N Birbilis,ARF
DP1093003,2014,"Humphrey, M",Organometallic Switches in Nonlinear Optics ,Dr MP Cifuentes,ARF
DP1093019,2014,"Flambaum, V","Atomic clocks, space-time variation of fundamental constants, violation of fundamental symmetries and tests of unification theories",Prof V Flambaum,APF
DP1093097,2014,"Hilliard, C","The politics of reading: Citizenship, law, and literacy in England, 1867-1960",Dr CR Hilliard,QEII
DP1093106,2014,"Walter, M",Oxygenating the Earth: using innovative techniques to resolve the timing of the origin of oxygen-producing photosynthesis in cyanobacteria,Prof MR Walter,APF
DP1093115,2014,"Adams, D",Defining mechanisms of action of novel alpha-conotoxins at nicotinic receptor-channels,Prof DJ Adams,APF
DP1093134,2013,"Ang, J","Financial development, liberalisation and productivity growth",Dr J Ang,APD
DP1093175,2014,"Tyson, G",The only constant is change: ecology and evolution of phage-host interactions in a model ecosystem,Dr GW Tyson,QEII
DP1093211,2014,"Burgman, M",Modelling species distributions for a changing world,Dr RJ Elith,ARF
DP1093214,2014,"Rodan, G",Representation and Political Regimes in Southeast Asia,Prof G Rodan,APF
DP1093234,2014,"Henry, J",Ageing and self-regulation,Dr JD Henry,ARF
DP1093238,2014,"Reith, F","The geomicrobiology and (bio)geochemistry of platinum, palladium and rhodium",Dr F Reith,ARF
DP1093284,2014,"Mishra, V",Rushdie Annotated: Definitive explanations of all obscure references in the Salman Rushdie corpus and extended critical commentaries on the author,Prof VC Mishra,APF
DP1093311,2014,"Craig, J",The time of our lives: Time equity and the balancing of market and non-market production in the modern Australian population,Dr JP Craig,QEII
DP1093325,2014,"Khatab, S","The ideological war within al-Qa'ida: The Jihadis' religio-political and intellectual revisions and ideas on counterterrorism, extremism and radicalisation",Dr S Khatab,ARF
DP1093425,2014,"McDonnell, M",Communication and information storage mechanisms in complex dynamical brain networks,Dr MD McDonnell,ARF
DP1093431,2014,"Mackey, A",Galaxy Archaeology with Globular Clusters in the Local Universe,Dr AD Mackey,ARF
DP1093448,2014,"Pizarro, O",Cost-effective autonomous systems for large scale monitoring of marine protected areas,Dr O Pizarro,QEII
DP1093542,2014,"Cryle, P",A Critical Genealogy of Normality,Dr EA Stephens,ARF
DP1093563,2014,"Winther-Jensen, B",Novel Fuel-Cell Structures based on Electroactive Polymers,Dr B Winther-Jensen,QEII
DP1093570,2014,"Turchini, G",Triggering the dormant capacity of fish to make omega 3 fatty acids,Dr GM Turchini,ARF
DP1093572,2013,"Csapo, E",The Theatrical Revolution: The Expansion of Theatre Outside Athens,Dr SG Nervegna,APD
DP1093767,2014,"Neshev, D",Nanoscale nonlinear optics,Dr DN Neshev,QEII
DP1093778,2014,"Kenway, J",Elite independent schools in globalising circumstances: a multi-sited global ethnography,Prof JE Kenway,APF
DP1093789,2014,"Argyros, A",Scaling-up microstructured fibres for terahertz radiation,Dr A Argyros,ARF
DP1093816,2013,"Hartwig, A",Plato Comicus and Greek comedy: a study of his dramatic career,Dr AS Hartwig,APD
DP1093819,2013,"Lang, B","Making the case: the case study genre in sexology, psychoanalysis and literature",Dr K Sutton,APD
DP1093910,2014,"Ridout, D",Indecomposable Structure in Representation Theory and Logarithmic Conformal Field Theory,Dr D Ridout,ARF
DP1093924,2014,"Greenhalgh, E",1918: How the Allies Won the First World War,Dr EP Greenhalgh,ARF
DP1094005,2014,"Shanks, G",The Impact of Strategy on Business Analytics Success,Prof G Shanks,APF
DP1094025,2014,"Davis, M",Ebb and flow of superfluids: Bose-Einstein condensates far from equilibrium,A/Prof MJ Davis,QEII
DP1094064,2014,"McCormack, J",A Process-Based Approach to Generative Form Synthesis,A/Prof JP McCormack,ARF
DP1094073,2013,"Wang, X",Materials science and superconductivity in the new Fe-based high temperature superconductors,Dr G Peleckis,APD
DP1094080,2014,"Alexandrov, K",Understanding mechanistic and systemic regulation of protein prenyltransferases,Prof K Alexandrov,APF
DP1094139,2014,"Lea, T","Can there be good policy? Tracing the paths between policy intent, evidence and practical benefit in regional and remote Australia ",A/Prof TS Lea,QEII
DP1094221,2014,"Dewhurst, R",Utilising nature's complexity - understanding fundamental organometallic binding modes of furans and coordination of bioderived furans,Dr RD Dewhurst,QEII
