GRANT_ID,GRANT_ROLE,DW_INDIVIDUAL_ID,SOURCE_INDIVIDUAL_ID,TITLE,FIRST_NAME,MIDDLE_NAME,LAST_NAME,FULL_NAME,ROLE_START_DATE,ROLE_END_DATE,SOURCE_SYSTEM
633192,CIA,DW0012722,5030774,Dr,Aniruddh,V,Deshpande,Dr Aniruddh Deshpande,1-Jan-10,31-Dec-12,RGMS
628903,CIA,DW0012725,5030393,Ms,Lisa,,Devereux,Ms Lisa Devereux,1-Jan-10,31-Dec-14,RGMS
310670,CIA,DW0012725,RMIS2698588,Ms,Lisa,,Devereux,Ms Lisa Devereux,9-Sep-04,31-Dec-09,RMIS
1022722,CIC,DW0012727,5023240,A/Pr,Peter,Geoffrey,Devitt,A/Pr Peter Devitt,1-Jan-12,31-Dec-16,RGMS
454451,CIB,DW0012733,RMIS3201757,Dr,Megan,Katherine Waterhouse,Di Quinzio,Dr Megan Di Quinzio,7-Feb-07,31-Dec-07,RMIS
1055584,CIA,DW0012736,5046411,Ms,Abbey-Rose,,Hamilton,Ms Abbey-Rose Hamilton,1-Jan-13,31-Dec-15,RGMS
1055587,CIA,DW0012736,5046411,Ms,Abbey-Rose,,Hamilton,Ms Abbey-Rose Hamilton,1-Jul-13,30-Jun-16,RGMS
1003931,CIA,DW0012742,5014324,A/Pr,Tracey,C,Dickson,A/Pr Tracey Dickson,1-Jan-11,31-Dec-14,RGMS
1011156,CIB,DW0012742,5014324,A/Pr,Tracey,C,Dickson,A/Pr Tracey Dickson,1-Jan-11,31-Dec-13,RGMS
1042556,CIA,DW0012742,5014324,A/Pr,Tracey,C,Dickson,A/Pr Tracey Dickson,1-Jan-13,31-Dec-15,RGMS
457621,CIA,DW0012742,RMIS680752,A/Pr,Tracey,C,Dickson,A/Pr Tracey Dickson,16-Mar-07,31-Dec-09,RMIS
1003645,CIF,DW0012742,5014324,A/Pr,Tracey,C,Dickson,A/Pr Tracey Dickson,1-Jan-11,10-Sep-12,RGMS
544925,CIB,DW0012742,5014324,A/Pr,Tracey,C,Dickson,A/Pr Tracey Dickson,1-Jan-09,31-Dec-11,RGMS
159421,CIA,DW0012742,RMIS680752,A/Pr,Tracey,C,Dickson,A/Pr Tracey Dickson,12-Jan-01,31-Dec-04,RMIS
490047,CIA,DW0012742,5014324,A/Pr,Tracey,C,Dickson,A/Pr Tracey Dickson,1-Jan-08,31-Dec-12,RGMS
149202,CID,DW0012751,RMIS453534,Prof,Michael,Ronald,Ditchfield,Prof Michael Ditchfield,8-Jan-01,31-Dec-02,RMIS
1048039,CIE,DW0012751,5020297,Prof,Michael,Ronald,Ditchfield,Prof Michael Ditchfield,1-Jan-13,31-Dec-15,RGMS
606975,CIB,DW0012756,5030389,Prof,Peter,B,Dixon,Prof Peter Dixon,1-Aug-09,31-Dec-10,RGMS
334114,CID,DW0012756,RMIS6945916,Prof,Peter,B,Dixon,Prof Peter Dixon,3-Feb-05,31-Dec-09,RMIS
349460,CIB,DW0012765,RMIS681405,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,23-Dec-04,31-Dec-07,RMIS
399224,CIA,DW0012765,RMIS681405,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,18-Apr-06,31-Dec-09,RMIS
399137,CIB,DW0012765,RMIS681405,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,17-Jan-06,31-Dec-08,RMIS
1068320,CIA,DW0012765,5012008,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,1-Jan-14,31-Dec-15,RGMS
1043181,CIA,DW0012765,5012008,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,1-Jan-13,31-Dec-17,RGMS
1043178,CIA,DW0012765,5012008,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,1-Jan-13,31-Dec-15,RGMS
1035530,CIE,DW0012765,5012008,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,1-Jan-12,31-Dec-16,RGMS
627213,CIB,DW0012765,5012008,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,1-Jan-10,31-Dec-12,RGMS
627195,CIA,DW0012765,5012008,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,1-Jan-10,31-Dec-12,RGMS
519240,CIA,DW0012765,5012008,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,1-Jan-08,31-Dec-11,RGMS
627005,CIA,DW0012765,5012008,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,1-Jan-10,31-Dec-14,RGMS
349570,CIG,DW0012765,5012008,Prof,Jodie,Michele,Dodd,Prof Jodie Dodd,1-Jan-05,31-Dec-10,RGMS
454595,CIA,DW0012767,RMIS1865618,Prof,Peter,Charles,Doherty,Prof Peter Doherty,7-Feb-07,31-Dec-09,RMIS
1071916,CIG,DW0012767,5014349,Prof,Peter,Charles,Doherty,Prof Peter Doherty,1-Jan-15,31-Dec-19,RGMS
567122,CIA,DW0012767,5014349,Prof,Peter,Charles,Doherty,Prof Peter Doherty,1-Jan-09,31-Dec-14,RGMS
299907,CIA,DW0012767,RMIS1865618,Prof,Peter,Charles,Doherty,Prof Peter Doherty,4-Feb-04,31-Dec-08,RMIS
220905,CIA,DW0012767,RMIS1865618,Prof,Peter,Charles,Doherty,Prof Peter Doherty,27-Aug-02,31-Dec-07,RMIS
9000211,CIA,DW0012769,5012994,,Peter,,Dolnik,Peter Dolnik,1-Jan-13,31-Dec-13,RGMS
9000164,CIA,DW0012769,5012994,,Peter,,Dolnik,Peter Dolnik,1-Jan-13,31-Dec-13,RGMS
567049,CIA,DW0012770,5014373,Dr,Marthe,C,D'Ombrain,Dr Marthe D'Ombrain,1-Jan-09,6-Aug-12,RGMS
1048087,CIB,DW0012770,5014373,Dr,Marthe,C,D'Ombrain,Dr Marthe D'Ombrain,1-Jan-13,2-Jan-13,RGMS
305551,CIA,DW0012770,RMIS2665992,Dr,Marthe,C,D'Ombrain,Dr Marthe D'Ombrain,29-Jan-04,31-Dec-08,RMIS
1061550,CIB,DW0012776,5014360,A/Pr,Paul,S,Donnelly,A/Pr Paul Donnelly,1-Jan-14,31-Dec-16,RGMS
1031193,CIC,DW0012776,5014360,A/Pr,Paul,S,Donnelly,A/Pr Paul Donnelly,1-Jan-12,31-Dec-14,RGMS
566764,CIB,DW0012776,5014360,A/Pr,Paul,S,Donnelly,A/Pr Paul Donnelly,1-Jan-09,31-Dec-12,RGMS
1005651,CIC,DW0012776,5014360,A/Pr,Paul,S,Donnelly,A/Pr Paul Donnelly,1-Jan-11,31-Dec-13,RGMS
1008319,CIB,DW0012778,5014377,Dr,Caroline,Leanne,Donovan,Dr Caroline Donovan,1-Jan-11,31-Dec-14,RGMS
400119,CIB,DW0012782,RMIS3830206,,Donna,,Dorow,Donna Dorow,18-Jan-06,31-Dec-08,RMIS
1030103,CIG,DW0012788,5014381,Prof,Jenny,Anne,Doust,Prof Jenny Doust,1-Mar-13,31-Dec-16,RGMS
1030103,CIH,DW0012788,5014381,Prof,Jenny,Anne,Doust,Prof Jenny Doust,1-Jan-12,28-Feb-13,RGMS
511217,CIA,DW0012788,5014381,Prof,Jenny,Anne,Doust,Prof Jenny Doust,1-Jan-08,30-Sep-12,RGMS
987011,CIA,DW0012791,RMIS706055,Dr,Michael,R,Downes,Dr Michael Downes,6-Dec-00,31-Dec-02,RMIS
1043199,CIC,DW0012791,5014383,Dr,Michael,R,Downes,Dr Michael Downes,1-Jan-13,31-Dec-15,RGMS
632886,CIB,DW0012791,5014383,Dr,Michael,R,Downes,Dr Michael Downes,1-Jan-10,31-Dec-12,RGMS
512354,CIB,DW0012791,5014383,Dr,Michael,R,Downes,Dr Michael Downes,1-Jan-08,31-Dec-11,RGMS
402493,CIB,DW0012791,RMIS706055,Dr,Michael,R,Downes,Dr Michael Downes,17-Jan-06,31-Dec-08,RMIS
215424,CIA,DW0012800,RMIS679680,,Damien,,Drew,Damien Drew,31-Jan-02,31-Dec-05,RMIS
1030379,CIA,DW0012809,5014413,Prof,Peter,D,Drummond,Prof Peter Drummond,1-Jan-12,31-Dec-14,RGMS
137502,CIA,DW0012809,RMIS133094,Prof,Peter,D,Drummond,Prof Peter Drummond,9-Jan-01,31-Dec-03,RMIS
437205,CIA,DW0012809,RMIS133094,Prof,Peter,D,Drummond,Prof Peter Drummond,5-Feb-07,31-Dec-09,RMIS
558419,CIA,DW0012810,5014421,A/Pr,Wendyl,Jude,D'Souza,A/Pr Wendyl D'Souza,1-Mar-09,28-Feb-13,RGMS
251668,CIE,DW0012811,RMIS4510830,Dr,Desiree,,Du Sart,Dr Desiree Du Sart,20-Dec-02,31-Dec-06,RMIS
1061587,CIB,DW0012812,5014428,Dr,James,A,Duce,Dr James Duce,1-Jan-14,31-Dec-16,RGMS
1044542,CIC,DW0012812,5014428,Dr,James,A,Duce,Dr James Duce,1-Jan-13,31-Dec-16,RGMS
1025774,CIA,DW0012812,5014428,Dr,James,A,Duce,Dr James Duce,1-Jan-12,31-Dec-14,RGMS
566827,CIC,DW0012812,5014428,Dr,James,A,Duce,Dr James Duce,1-Jan-09,31-Dec-12,RGMS
1047923,CIA,DW0012814,5018781,A/Pr,Yves,A,D'Udekem D'Acoz,A/Pr Yves D'Udekem D'Acoz,1-Jan-13,31-Dec-14,RGMS
1065794,CIA,DW0012814,5018781,A/Pr,Yves,A,D'Udekem D'Acoz,A/Pr Yves D'Udekem D'Acoz,1-Jan-14,31-Dec-16,RGMS
1076849,CIA,DW0012814,5018781,A/Pr,Yves,A,D'Udekem D'Acoz,A/Pr Yves D'Udekem D'Acoz,1-Jun-14,31-May-19,RGMS
628756,CID,DW0012814,5018781,A/Pr,Yves,A,D'Udekem D'Acoz,A/Pr Yves D'Udekem D'Acoz,1-Jan-10,30-Oct-12,RGMS
607356,CIA,DW0012814,5018781,A/Pr,Yves,A,D'Udekem D'Acoz,A/Pr Yves D'Udekem D'Acoz,1-Jan-10,31-Dec-12,RGMS
1051113,CIE,DW0012814,5018781,A/Pr,Yves,A,D'Udekem D'Acoz,A/Pr Yves D'Udekem D'Acoz,1-Jan-13,31-Dec-14,RGMS
389806,CIA,DW0012817,5014423,Dr,David,Lorenzo,Duffy,Dr David Duffy,1-Jan-06,31-Dec-10,RGMS
613627,CIE,DW0012817,5014423,Dr,David,Lorenzo,Duffy,Dr David Duffy,1-Jan-10,31-Dec-13,RGMS
613696,CIC,DW0012817,5014423,Dr,David,Lorenzo,Duffy,Dr David Duffy,1-Jan-10,31-Dec-12,RGMS
631580,CIC,DW0012817,5014423,Dr,David,Lorenzo,Duffy,Dr David Duffy,1-Jan-10,31-Dec-13,RGMS
1003588,CIA,DW0012817,5014423,Dr,David,Lorenzo,Duffy,Dr David Duffy,1-Jan-11,31-Dec-15,RGMS
1004999,CIC,DW0012817,5014423,Dr,David,Lorenzo,Duffy,Dr David Duffy,1-Jan-11,31-Dec-13,RGMS
1031119,CIB,DW0012817,5014423,Dr,David,Lorenzo,Duffy,Dr David Duffy,1-Jan-12,31-Dec-16,RGMS
1049894,CIB,DW0012817,5014423,Dr,David,Lorenzo,Duffy,Dr David Duffy,1-Jan-13,31-Dec-14,RGMS
1062935,CIC,DW0012817,5014423,Dr,David,Lorenzo,Duffy,Dr David Duffy,1-Jan-14,31-Dec-16,RGMS
402659,CID,DW0012817,RMIS229827,Dr,David,Lorenzo,Duffy,Dr David Duffy,17-Jan-06,31-Dec-08,RMIS
389875,CIC,DW0012817,RMIS229827,Dr,David,Lorenzo,Duffy,Dr David Duffy,16-Jan-06,31-Dec-08,RMIS
290274,CIA,DW0012817,RMIS229827,Dr,David,Lorenzo,Duffy,Dr David Duffy,19-Feb-04,31-Dec-06,RMIS
351480,CIC,DW0012817,RMIS229827,Dr,David,Lorenzo,Duffy,Dr David Duffy,12-Jan-05,31-Dec-07,RMIS
241944,CIC,DW0012817,RMIS229827,Dr,David,Lorenzo,Duffy,Dr David Duffy,3-Mar-03,31-Dec-05,RMIS
241950,CIA,DW0012817,RMIS229827,Dr,David,Lorenzo,Duffy,Dr David Duffy,3-Mar-03,31-Dec-05,RMIS
219178,CIC,DW0012817,RMIS229827,Dr,David,Lorenzo,Duffy,Dr David Duffy,17-Oct-01,31-Dec-04,RMIS
199628,CIA,DW0012817,RMIS229827,Dr,David,Lorenzo,Duffy,Dr David Duffy,14-Mar-02,31-Dec-05,RMIS
7139,CIA,DW0012819,RMIS1155788,Dr,Stephen,,Duffy,Dr Stephen Duffy,6-Dec-00,31-Dec-03,RMIS
182830,CIA,DW0012819,RMIS1155788,Dr,Stephen,,Duffy,Dr Stephen Duffy,8-Apr-02,31-Dec-06,RMIS
225107,CIA,DW0012819,RMIS1155788,Dr,Stephen,,Duffy,Dr Stephen Duffy,20-Dec-02,31-Dec-05,RMIS
268900,CIB,DW0012819,RMIS1155788,Dr,Stephen,,Duffy,Dr Stephen Duffy,12-Dec-03,31-Dec-06,RMIS
1065462,CIB,DW0012819,5011919,Dr,Stephen,,Duffy,Dr Stephen Duffy,1-Jan-14,31-Dec-16,RGMS
519176,CIA,DW0012827,5030386,Dr,Benjamin,K,Dundon,Dr Benjamin Dundon,1-Jan-08,31-Dec-10,RGMS
496001,CIF,DW0012830,5014466,Prof,Jeffrey,C,Dunn,Prof Jeffrey Dunn,1-Jan-08,31-Dec-11,RGMS
1056756,CIB,DW0012830,5014466,Prof,Jeffrey,C,Dunn,Prof Jeffrey Dunn,1-Apr-13,31-Mar-17,RGMS
353555,CIC,DW0012837,RMIS3689854,Dr,Janet,A,Dunstan,Dr Janet Dunstan,24-Dec-04,31-Dec-07,RMIS
513709,CIC,DW0012837,5014467,Dr,Janet,A,Dunstan,Dr Janet Dunstan,1-Jan-08,30-Jun-12,RGMS
458502,CIC,DW0012837,RMIS3689854,Dr,Janet,A,Dunstan,Dr Janet Dunstan,11-Jan-07,31-Dec-09,RMIS
1002381,CID,DW0012837,5014467,Dr,Janet,A,Dunstan,Dr Janet Dunstan,1-Jan-11,31-Jan-12,RGMS
1031057,CIH,DW0012838,5020313,A/Pr,Angela,Jane,Durey,A/Pr Angela Durey,1-Jan-12,31-Dec-14,RGMS
7436,CIA,DW0012840,RMIS706172,Dr,Trish,,Dwight,Dr Trish Dwight,6-Dec-00,31-Dec-01,RMIS
402943,CIA,DW0012842,RMIS4013979,,Genevieve,,Dwyer,Genevieve Dwyer,21-Feb-06,31-Dec-09,RMIS
295608,CIA,DW0012843,RMIS681574,Dr,Karen,M,Dwyer,Dr Karen Dwyer,7-Jan-04,31-Dec-07,RMIS
566705,CIC,DW0012843,5014454,Dr,Karen,M,Dwyer,Dr Karen Dwyer,1-Jan-09,31-Dec-11,RGMS
1011573,CIB,DW0012843,5014454,Dr,Karen,M,Dwyer,Dr Karen Dwyer,1-Jan-11,31-Dec-13,RGMS
1030463,CIB,DW0012843,5014454,Dr,Karen,M,Dwyer,Dr Karen Dwyer,1-Jan-12,31-Dec-14,RGMS
1048094,CIB,DW0012843,5014454,Dr,Karen,M,Dwyer,Dr Karen Dwyer,1-Jan-13,31-Dec-15,RGMS
1074171,CIB,DW0012843,5014454,Dr,Karen,M,Dwyer,Dr Karen Dwyer,1-Jan-14,31-Dec-15,RGMS
447706,CIA,DW0012843,RMIS681574,Dr,Karen,M,Dwyer,Dr Karen Dwyer,7-Feb-07,31-Dec-09,RMIS
204708,CIA,DW0012843,RMIS681574,Dr,Karen,M,Dwyer,Dr Karen Dwyer,7-Jan-02,31-Dec-04,RMIS
987409,CIA,DW0012844,RMIS705976,Ms,Sarah,,Dwyer,Ms Sarah Dwyer,6-Dec-00,31-Dec-00,RMIS
1023031,CIC,DW0012847,5038844,Dr,Thomas,,Eade,Dr Thomas Eade,1-Jan-12,31-Dec-14,RGMS
1026053,CIA,DW0012848,5014470,Prof,Christine,Elizabeth,East,Prof Christine East,1-Jan-12,31-Dec-15,RGMS
1067363,CIG,DW0012848,5014470,Prof,Christine,Elizabeth,East,Prof Christine East,1-Jan-14,31-Dec-18,RGMS
301050,CIE,DW0012848,RMIS194290,Prof,Christine,Elizabeth,East,Prof Christine East,12-Jan-04,31-Dec-04,RMIS
142936,CIE,DW0012848,RMIS194290,Prof,Christine,Elizabeth,East,Prof Christine East,8-Jan-01,31-Dec-02,RMIS
1026042,CIA,DW0012848,5014470,Prof,Christine,Elizabeth,East,Prof Christine East,1-Jan-12,31-Dec-15,RGMS
1056799,CIG,DW0012848,5014470,Prof,Christine,Elizabeth,East,Prof Christine East,1-Apr-13,31-Mar-17,RGMS
455935,CIC,DW0012848,RMIS194290,Prof,Christine,Elizabeth,East,Prof Christine East,18-Jan-07,31-Dec-09,RMIS
1064163,CID,DW0012864,5040875,Dr,Bradley,Allan,Edwards,Dr Bradley Edwards,1-Jan-14,31-Dec-17,RGMS
1035115,CIA,DW0012864,5040875,Dr,Bradley,Allan,Edwards,Dr Bradley Edwards,1-Jan-12,31-Dec-16,RGMS
1038402,CID,DW0012864,5040875,Dr,Bradley,Allan,Edwards,Dr Bradley Edwards,1-Jan-12,31-Dec-14,RGMS
546242,CIC,DW0012872,RMIS5507363,Dr,Roger,,Edwards,Dr Roger Edwards,28-Jan-09,31-Dec-09,RMIS
631381,CIA,DW0012874,5018790,Dr,Stacey,Leanne,Edwards,Dr Stacey Edwards,1-Jan-10,31-Dec-13,RGMS
1021731,CIB,DW0012874,5018790,Dr,Stacey,Leanne,Edwards,Dr Stacey Edwards,1-Jan-12,31-Dec-14,RGMS
1058421,CIB,DW0012874,5018790,Dr,Stacey,Leanne,Edwards,Dr Stacey Edwards,1-Jan-14,31-Dec-16,RGMS
1058415,CIA,DW0012874,5018790,Dr,Stacey,Leanne,Edwards,Dr Stacey Edwards,1-Jan-14,31-Dec-16,RGMS
116501,CIA,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,6-Dec-00,31-Dec-02,RMIS
458627,CIB,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,11-Jan-07,31-Dec-09,RMIS
404087,CIA,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,10-Jan-06,31-Dec-08,RMIS
303256,CIA,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,16-Dec-03,31-Dec-06,RMIS
299811,CID,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,13-Jan-04,31-Dec-07,RMIS
264402,CIA,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,29-May-03,31-Dec-03,RMIS
254646,CIA,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,4-Mar-03,31-Dec-05,RMIS
212064,CIA,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,14-Mar-02,31-Dec-06,RMIS
212065,CIA,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,14-Dec-01,31-Dec-04,RMIS
139134,CIC,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,8-Jan-01,31-Dec-03,RMIS
513780,CIA,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,2-Jan-08,31-Dec-09,RMIS
141749,CIC,DW0012881,RMIS163594,,Karin,,Eidne,Karin Eidne,11-Jan-01,31-Dec-03,RMIS
194339,CIA,DW0012882,RMIS1410991,,Rochelle,,Eime,Rochelle Eime,8-Jan-02,31-Dec-04,RMIS
216732,CIA,DW0012886,RMIS225990,A/Pr,Paul,Gerald,Ekert,A/Pr Paul Ekert,14-Mar-02,31-Dec-06,RMIS
546438,CIA,DW0012886,5011590,A/Pr,Paul,Gerald,Ekert,A/Pr Paul Ekert,1-Jan-09,30-Apr-12,RGMS
436936,CIA,DW0012886,RMIS225990,A/Pr,Paul,Gerald,Ekert,A/Pr Paul Ekert,18-Jan-07,31-Dec-09,RMIS
626947,CIC,DW0012886,5011590,A/Pr,Paul,Gerald,Ekert,A/Pr Paul Ekert,1-Jan-10,31-Dec-12,RGMS
1022916,CIA,DW0012886,5011590,A/Pr,Paul,Gerald,Ekert,A/Pr Paul Ekert,1-Jan-12,31-Dec-14,RGMS
1032248,CIC,DW0012886,5011590,A/Pr,Paul,Gerald,Ekert,A/Pr Paul Ekert,1-Jan-12,31-Dec-14,RGMS
1048071,CIB,DW0012886,5011590,A/Pr,Paul,Gerald,Ekert,A/Pr Paul Ekert,1-Jan-13,31-Dec-16,RGMS
384404,CIA,DW0012886,RMIS225990,A/Pr,Paul,Gerald,Ekert,A/Pr Paul Ekert,12-Jan-06,31-Dec-08,RMIS
565212,CIB,DW0012886,5011590,A/Pr,Paul,Gerald,Ekert,A/Pr Paul Ekert,1-Jan-09,31-Dec-11,RGMS
1054664,CIA,DW0012892,5045725,Dr,Felix,,Ellett,Dr Felix Ellett,1-Jan-13,31-Dec-16,RGMS
208975,CIC,DW0012901,RMIS110457,Dr,Justine,Amanda,Ellis,Dr Justine Ellis,18-Dec-01,31-Dec-04,RMIS
1026349,CIA,DW0012901,5014529,Dr,Justine,Amanda,Ellis,Dr Justine Ellis,1-Jan-12,31-Dec-14,RGMS
450104,CIC,DW0012901,RMIS110457,Dr,Justine,Amanda,Ellis,Dr Justine Ellis,20-Feb-07,31-Dec-09,RMIS
552496,CIA,DW0012902,5014507,Dr,Magda,Krysia,Ellis,Dr Magda Ellis,31-Aug-09,28-Feb-14,RGMS
1025166,CIA,DW0012902,5014507,Dr,Magda,Krysia,Ellis,Dr Magda Ellis,1-Jan-12,31-Dec-14,RGMS
1062230,CIB,DW0012904,5031995,Dr,Andrew,Malcolm,Ellisdon,Dr Andrew Ellisdon,1-Jan-14,31-Dec-16,RGMS
1027341,CIB,DW0012906,5014522,Prof,Assam,,El-Osta,Prof Assam El-Osta,1-Jan-12,31-Dec-15,RGMS
1032687,CIA,DW0012906,5014522,Prof,Assam,,El-Osta,Prof Assam El-Osta,1-Jan-12,31-Dec-14,RGMS
1048377,CIA,DW0012906,5014522,Prof,Assam,,El-Osta,Prof Assam El-Osta,1-Jan-13,31-Dec-15,RGMS
1075563,CIA,DW0012906,5014522,Prof,Assam,,El-Osta,Prof Assam El-Osta,1-Jan-14,31-Dec-16,RGMS
457238,CIC,DW0012906,RMIS410697,Prof,Assam,,El-Osta,Prof Assam El-Osta,12-Feb-07,31-Dec-09,RMIS
367621,CIB,DW0012906,RMIS410697,Prof,Assam,,El-Osta,Prof Assam El-Osta,10-Jan-06,31-Dec-08,RMIS
367643,CIA,DW0012906,RMIS410697,Prof,Assam,,El-Osta,Prof Assam El-Osta,10-Jan-06,31-Dec-08,RMIS
526685,CIB,DW0012906,5014522,Prof,Assam,,El-Osta,Prof Assam El-Osta,1-Jan-09,31-Dec-11,RGMS
367647,CIA,DW0012906,RMIS410697,Prof,Assam,,El-Osta,Prof Assam El-Osta,12-Jan-06,31-Dec-08,RMIS
350308,CIC,DW0012906,RMIS410697,Prof,Assam,,El-Osta,Prof Assam El-Osta,22-Dec-04,31-Dec-07,RMIS
526635,CIA,DW0012906,5014522,Prof,Assam,,El-Osta,Prof Assam El-Osta,1-Jan-09,30-Jun-12,RGMS
526681,CIA,DW0012906,5014522,Prof,Assam,,El-Osta,Prof Assam El-Osta,1-Jan-09,31-Dec-14,RGMS
472637,CIB,DW0012906,5014522,Prof,Assam,,El-Osta,Prof Assam El-Osta,1-Jan-08,30-Jun-11,RGMS
208930,CIB,DW0012906,RMIS410697,Prof,Assam,,El-Osta,Prof Assam El-Osta,18-Dec-01,31-Dec-04,RMIS
268905,CIA,DW0012906,RMIS410697,Prof,Assam,,El-Osta,Prof Assam El-Osta,12-Dec-03,31-Dec-06,RMIS
317801,CID,DW0012906,RMIS410697,Prof,Assam,,El-Osta,Prof Assam El-Osta,11-Jan-05,31-Dec-07,RMIS
1030865,CID,DW0012907,5014516,Dr,Colleen,M,Elso,Dr Colleen Elso,1-Jan-12,30-Dec-12,RGMS
1030865,CIC,DW0012907,5014516,Dr,Colleen,M,Elso,Dr Colleen Elso,31-Dec-12,31-Dec-14,RGMS
403037,CIA,DW0012907,5014516,Dr,Colleen,M,Elso,Dr Colleen Elso,1-Jan-06,31-Dec-12,RGMS
361616,CIA,DW0012908,RMIS1289294,A/Pr,Jacinta,Kim,Elston,A/Pr Jacinta Elston,3-Feb-05,31-Dec-05,RMIS
264618,CIG,DW0012908,RMIS1289294,A/Pr,Jacinta,Kim,Elston,A/Pr Jacinta Elston,1-Apr-05,31-Dec-09,RMIS
431504,CIC,DW0012908,5011544,A/Pr,Jacinta,Kim,Elston,A/Pr Jacinta Elston,1-Jan-07,30-Jun-15,RGMS
431505,CIC,DW0012908,5011544,A/Pr,Jacinta,Kim,Elston,A/Pr Jacinta Elston,1-Jan-07,31-Dec-12,RGMS
552414,CIE,DW0012908,5011544,A/Pr,Jacinta,Kim,Elston,A/Pr Jacinta Elston,1-Jan-09,31-Dec-12,RGMS
1057362,CIG,DW0012908,5011544,A/Pr,Jacinta,Kim,Elston,A/Pr Jacinta Elston,1-Sep-13,31-Aug-16,RGMS
361619,CIA,DW0012908,RMIS1289294,A/Pr,Jacinta,Kim,Elston,A/Pr Jacinta Elston,3-Feb-05,31-Dec-05,RMIS
379635,CIA,DW0012908,RMIS1289294,A/Pr,Jacinta,Kim,Elston,A/Pr Jacinta Elston,14-Sep-06,31-Dec-06,RMIS
1062377,CIC,DW0012908,5011544,A/Pr,Jacinta,Kim,Elston,A/Pr Jacinta Elston,1-Jan-14,31-Dec-16,RGMS
1009095,CIA,DW0012909,5014517,Dr,Ben,,Emery,Dr Ben Emery,1-Jan-11,28-Feb-14,RGMS
400438,CIA,DW0012909,5014517,Dr,Ben,,Emery,Dr Ben Emery,1-Jan-06,31-Dec-11,RGMS
1032833,CIA,DW0012909,5014517,Dr,Ben,,Emery,Dr Ben Emery,1-Jan-12,31-Dec-15,RGMS
1003414,CIA,DW0012910,5014532,Prof,Jon,D,Emery,Prof Jon Emery,1-Jan-11,31-Dec-14,RGMS
1042021,CIC,DW0012910,5014532,Prof,Jon,D,Emery,Prof Jon Emery,1-Nov-12,31-Oct-17,RGMS
572765,CIB,DW0012910,5014532,Prof,Jon,D,Emery,Prof Jon Emery,1-Jan-10,31-Dec-14,RGMS
572636,CIA,DW0012910,5014532,Prof,Jon,D,Emery,Prof Jon Emery,1-Jan-09,31-Dec-12,RGMS
607320,CIB,DW0012910,5014532,Prof,Jon,D,Emery,Prof Jon Emery,1-Jan-10,31-Dec-13,RGMS
1064121,CIA,DW0012910,5014532,Prof,Jon,D,Emery,Prof Jon Emery,1-Jan-14,31-Dec-17,RGMS
403929,CIC,DW0012910,RMIS3700008,Prof,Jon,D,Emery,Prof Jon Emery,10-Jan-06,31-Dec-08,RMIS
403928,CIC,DW0012910,RMIS3700008,Prof,Jon,D,Emery,Prof Jon Emery,10-Jan-06,31-Dec-09,RMIS
1067062,CIB,DW0012910,5014532,Prof,Jon,D,Emery,Prof Jon Emery,1-Jan-14,31-Dec-16,RGMS
1064244,CIB,DW0012910,5014532,Prof,Jon,D,Emery,Prof Jon Emery,1-Jan-14,31-Dec-15,RGMS
634422,CIA,DW0012910,5014532,Prof,Jon,D,Emery,Prof Jon Emery,1-Jan-10,31-Dec-13,RGMS
1061288,CIB,DW0012913,5020610,Dr,Anselm,,Enders,Dr Anselm Enders,1-Jan-14,31-Dec-16,RGMS
1009190,CIA,DW0012913,5020610,Dr,Anselm,,Enders,Dr Anselm Enders,1-Jan-12,31-Dec-13,RGMS
1035858,CIA,DW0012913,5020610,Dr,Anselm,,Enders,Dr Anselm Enders,1-Jan-12,31-Dec-15,RGMS
1009190,CIA,DW0012913,5020610,Dr,Anselm,,Enders,Dr Anselm Enders,1-Jan-11,31-Dec-11,RGMS
1049182,CIA,DW0012914,5018791,Dr,Liliana,B,Endo-Munoz,Dr Liliana Endo-Munoz,1-Jan-13,31-Dec-15,RGMS
